lr_pair	ligand_gene_symbol	receptor_gene_symbol	ligand_gene_id	receptor_gene_id	ligand_ensembl_protein_id	receptor_ensembl_protein_id	ligand_ensembl_gene_id	receptor_ensembl_gene_id	evidence
Cxcl13_Cxcr3	Cxcl13	Cxcr3	55985	12766	ENSMUSP00000023840	ENSMUSP00000052444	ENSMUSG00000023078	ENSMUSG00000050232	11554781
Cxcl13_Ackr4	Cxcl13	Ackr4	55985	252837	ENSMUSP00000023840	ENSMUSP00000075507	ENSMUSG00000023078	ENSMUSG00000079355	24218476
Ccl25_Ccr9	Ccl25	Ccr9	20300	12769	ENSMUSP00000024004	ENSMUSP00000127024	ENSMUSG00000023235	ENSMUSG00000029530	10229797,10699158
Ccl25_Ackr2	Ccl25	Ackr2	20300	59289	ENSMUSP00000024004	ENSMUSP00000050119	ENSMUSG00000023235	ENSMUSG00000044534	23152546
Ccl25_Ackr4	Ccl25	Ackr4	20300	252837	ENSMUSP00000024004	ENSMUSP00000075507	ENSMUSG00000023235	ENSMUSG00000079355	25521433,29760193,19383822
Guca2a_Gucy2c	Guca2a	Gucy2c	14915	14917	ENSMUSP00000024015	ENSMUSP00000032338	ENSMUSG00000023247	ENSMUSG00000042638	10845107
Bmp15_Bmpr1b	Bmp15	Bmpr1b	12155	12167	ENSMUSP00000024049	ENSMUSP00000029948	ENSMUSG00000023279	ENSMUSG00000052430	23382188,23782946
Bmp15_Bmpr2	Bmp15	Bmpr2	12155	12168	ENSMUSP00000024049	ENSMUSP00000084701	ENSMUSG00000023279	ENSMUSG00000067336	18633140,22294741
Bmp15_Acvr1c	Bmp15	Acvr1c	12155	269275	ENSMUSP00000024049	ENSMUSP00000028178	ENSMUSG00000023279	ENSMUSG00000026834	18633140
Bmp15_Bmpr1a	Bmp15	Bmpr1a	12155	12166	ENSMUSP00000024049	ENSMUSP00000035900	ENSMUSG00000023279	ENSMUSG00000021796	15621726
Gnb3_Kcnj6	Gnb3	Kcnj6	14695	16522	ENSMUSP00000024206	ENSMUSP00000097108	ENSMUSG00000023439	ENSMUSG00000043301	27074662
Crisp2_Catsper1	Crisp2	Catsper1	22024	225865	ENSMUSP00000024724	ENSMUSP00000045430	ENSMUSG00000023930	ENSMUSG00000038498	30759213
Tff2_Muc6	Tff2	Muc6	21785	353328	ENSMUSP00000024826	ENSMUSP00000140483	ENSMUSG00000024028	ENSMUSG00000048191	26201258
Ntn3_Dcc	Ntn3	Dcc	18209	13176	ENSMUSP00000024931	ENSMUSP00000110593	ENSMUSG00000117406	ENSMUSG00000060534	10366627
Ntn3_Neo1	Ntn3	Neo1	18209	18007	ENSMUSP00000024931	ENSMUSP00000063656	ENSMUSG00000117406	ENSMUSG00000032340	15520228
C3_Cd46	C3	Cd46	12266	17221	ENSMUSP00000024988	ENSMUSP00000123931	ENSMUSG00000024164	ENSMUSG00000016493	12640142
C3_Cd55	C3	Cd55	12266	13136	ENSMUSP00000024988	ENSMUSP00000027650	ENSMUSG00000024164	ENSMUSG00000026399	15536079
C3_Lrp1	C3	Lrp1	12266	16971	ENSMUSP00000024988	ENSMUSP00000044004	ENSMUSG00000024164	ENSMUSG00000040249	10608878
C3_C3ar1	C3	C3ar1	12266	12267	ENSMUSP00000024988	ENSMUSP00000048092	ENSMUSG00000024164	ENSMUSG00000040552	28928734
C3_Cr2	C3	Cr2	12266	12902	ENSMUSP00000024988	ENSMUSP00000044261	ENSMUSG00000024164	ENSMUSG00000026616	1386093,30534123,30513451,9596584
C3_C5ar2	C3	C5ar2	12266	319430	ENSMUSP00000024988	ENSMUSP00000133056	ENSMUSG00000024164	ENSMUSG00000074361	19025110
C3_Cd19	C3	Cd19	12266	12478	ENSMUSP00000024988	ENSMUSP00000032968	ENSMUSG00000024164	ENSMUSG00000030724	15454921,1702139,11120817
C3_Itgam	C3	Itgam	12266	16409	ENSMUSP00000024988	ENSMUSP00000068468	ENSMUSG00000024164	ENSMUSG00000030786	9529329
C3_Cd81	C3	Cd81	12266	12520	ENSMUSP00000024988	ENSMUSP00000043768	ENSMUSG00000024164	ENSMUSG00000037706	7542009,15886112
Tslp_Crlf2	Tslp	Crlf2	53603	57914	ENSMUSP00000025237	ENSMUSP00000036326	ENSMUSG00000024379	ENSMUSG00000033467	10974032
Apom_Lrp2	Apom	Lrp2	55938	14725	ENSMUSP00000025249	ENSMUSP00000079752	ENSMUSG00000024391	ENSMUSG00000027070	16099815
Ltb_Tnfrsf1a	Ltb	Tnfrsf1a	16994	21937	ENSMUSP00000025262	ENSMUSP00000032491	ENSMUSG00000024399	ENSMUSG00000030341	10358762
Ltb_Ltbr	Ltb	Ltbr	16994	17000	ENSMUSP00000025262	ENSMUSP00000032489	ENSMUSG00000024399	ENSMUSG00000030339	7594541,9317127
Tnf_Rhbdf2	Tnf	Rhbdf2	21926	217344	ENSMUSP00000025263	ENSMUSP00000099317	ENSMUSG00000024401	ENSMUSG00000020806	29369823
Tnf_Tnfrsf1a	Tnf	Tnfrsf1a	21926	21937	ENSMUSP00000025263	ENSMUSP00000032491	ENSMUSG00000024401	ENSMUSG00000030341	28365861,7836916
Tnf_Tnfrsf1b	Tnf	Tnfrsf1b	21926	21938	ENSMUSP00000025263	ENSMUSP00000030336	ENSMUSG00000024401	ENSMUSG00000028599	10875917
Lta_Tnfrsf1a	Lta	Tnfrsf1a	16992	21937	ENSMUSP00000025266	ENSMUSP00000032491	ENSMUSG00000024402	ENSMUSG00000030341	8171323
Lta_Tnfrsf14	Lta	Tnfrsf14	16992	230979	ENSMUSP00000025266	ENSMUSP00000116757	ENSMUSG00000024402	ENSMUSG00000042333	9462508,11164894
Lta_Ltbr	Lta	Ltbr	16992	17000	ENSMUSP00000025266	ENSMUSP00000032489	ENSMUSG00000024402	ENSMUSG00000030339	9625757,8171323
Lta_Tnfrsf1b	Lta	Tnfrsf1b	16992	21938	ENSMUSP00000025266	ENSMUSP00000030336	ENSMUSG00000024402	ENSMUSG00000028599	8171323
Hbegf_Erbb3	Hbegf	Erbb3	15200	13867	ENSMUSP00000025363	ENSMUSP00000080716	ENSMUSG00000024486	ENSMUSG00000018166	8702723
Hbegf_Cd9	Hbegf	Cd9	15200	12527	ENSMUSP00000025363	ENSMUSP00000032492	ENSMUSG00000024486	ENSMUSG00000030342	8194524
Hbegf_Erbb2	Hbegf	Erbb2	15200	13866	ENSMUSP00000025363	ENSMUSP00000053897	ENSMUSG00000024486	ENSMUSG00000062312	16508205
Hbegf_Erbb4	Hbegf	Erbb4	15200	13869	ENSMUSP00000025363	ENSMUSP00000114123	ENSMUSG00000024486	ENSMUSG00000062209	9135143,16508205
Scgb1a1_Lrp2	Scgb1a1	Lrp2	22287	14725	ENSMUSP00000025554	ENSMUSP00000079752	ENSMUSG00000024653	ENSMUSG00000027070	11278724
Anxa1_Fpr2	Anxa1	Fpr2	16952	14289	ENSMUSP00000025561	ENSMUSP00000065799	ENSMUSG00000024659	ENSMUSG00000052270	29263330
Anxa1_Fpr1	Anxa1	Fpr1	16952	14293	ENSMUSP00000025561	ENSMUSP00000052894	ENSMUSG00000024659	ENSMUSG00000045551	29659553
Anxa1_Dysf	Anxa1	Dysf	16952	26903	ENSMUSP00000025561	ENSMUSP00000080579	ENSMUSG00000024659	ENSMUSG00000033788	14506282
Il33_Il1rl1	Il33	Il1rl1	77125	17082	ENSMUSP00000025724	ENSMUSP00000095379	ENSMUSG00000024810	ENSMUSG00000026069	16286016
Il33_Il1rap	Il33	Il1rap	77125	16180	ENSMUSP00000025724	ENSMUSP00000093843	ENSMUSG00000024810	ENSMUSG00000022514	20200353,17675517,18003919,18450470
Dkk1_Kremen2	Dkk1	Kremen2	13380	73016	ENSMUSP00000025803	ENSMUSP00000046369	ENSMUSG00000024868	ENSMUSG00000040680	12050670
Dkk1_Lrp5	Dkk1	Lrp5	13380	16973	ENSMUSP00000025803	ENSMUSP00000025856	ENSMUSG00000024868	ENSMUSG00000024913	28332354,20439124
Dkk1_Lrp6	Dkk1	Lrp6	13380	16974	ENSMUSP00000025803	ENSMUSP00000032322	ENSMUSG00000024868	ENSMUSG00000030201	18505732,11448771
Gal_Gpr151	Gal	Gpr151	14419	240239	ENSMUSP00000025842	ENSMUSP00000058887	ENSMUSG00000024907	ENSMUSG00000042816	15111018
Gal_Galr1	Gal	Galr1	14419	14427	ENSMUSP00000025842	ENSMUSP00000066381	ENSMUSG00000024907	ENSMUSG00000024553	32368008
Gal_Galr2	Gal	Galr2	14419	14428	ENSMUSP00000025842	ENSMUSP00000054062	ENSMUSG00000024907	ENSMUSG00000020793	32368008
Vegfb_Flt1	Vegfb	Flt1	22340	14254	ENSMUSP00000025914	ENSMUSP00000031653	ENSMUSG00000024962	ENSMUSG00000029648	21248239,16616187,9751730
Vegfb_Nrp1	Vegfb	Nrp1	22340	18186	ENSMUSP00000025914	ENSMUSP00000026917	ENSMUSG00000024962	ENSMUSG00000025810	22948112
Rbp4_Stra6	Rbp4	Stra6	19662	20897	ENSMUSP00000025951	ENSMUSP00000034880	ENSMUSG00000024990	ENSMUSG00000032327	28689994,28733465
Slit1_Robo2	Slit1	Robo2	20562	268902	ENSMUSP00000025993	ENSMUSP00000112776	ENSMUSG00000025020	ENSMUSG00000052516	15768400,18562598,30547091,22981605
Slit1_Plxna1	Slit1	Plxna1	20562	18844	ENSMUSP00000025993	ENSMUSP00000131840	ENSMUSG00000025020	ENSMUSG00000030084	25485759
Slit1_Gpc1	Slit1	Gpc1	20562	14733	ENSMUSP00000025993	ENSMUSP00000047199	ENSMUSG00000025020	ENSMUSG00000034220	10364234
Slit1_Flrt3	Slit1	Flrt3	20562	71436	ENSMUSP00000025993	ENSMUSP00000053399	ENSMUSG00000025020	ENSMUSG00000051379	24560577
Sema4g_Plxnb2	Sema4g	Plxnb2	26456	140570	ENSMUSP00000026225	ENSMUSP00000051731	ENSMUSG00000025207	ENSMUSG00000036606	21122816
Fgf8_Fgfr1	Fgf8	Fgfr1	14179	14182	ENSMUSP00000026241	ENSMUSP00000081041	ENSMUSG00000025219	ENSMUSG00000031565	23403721,10574949,8582274
Fgf8_Fgfr2	Fgf8	Fgfr2	14179	14183	ENSMUSP00000026241	ENSMUSP00000112430	ENSMUSG00000025219	ENSMUSG00000030849	15830353,8582274,
Fgf8_Fgfr3	Fgf8	Fgfr3	14179	14184	ENSMUSP00000026241	ENSMUSP00000085122	ENSMUSG00000025219	ENSMUSG00000054252	16597617,10574949;15830353
Gdf11_Acvr2b	Gdf11	Acvr2b	14561	11481	ENSMUSP00000026408	ENSMUSP00000126108	ENSMUSG00000025352	ENSMUSG00000061393	31315975
Gdf11_Acvr2a	Gdf11	Acvr2a	14561	11480	ENSMUSP00000026408	ENSMUSP00000067305	ENSMUSG00000025352	ENSMUSG00000052155	12414726
Gdf11_Acvr1c	Gdf11	Acvr1c	14561	269275	ENSMUSP00000026408	ENSMUSP00000028178	ENSMUSG00000025352	ENSMUSG00000026834	16845371
Il23a_Il23r	Il23a	Il23r	83430	209590	ENSMUSP00000026449	ENSMUSP00000113342	ENSMUSG00000025383	ENSMUSG00000049093	27193299
Inhbc_Acvr2b	Inhbc	Acvr2b	16325	11481	ENSMUSP00000026472	ENSMUSP00000126108	ENSMUSG00000025405	ENSMUSG00000061393	22710174
Inhbc_Acvr2a	Inhbc	Acvr2a	16325	11480	ENSMUSP00000026472	ENSMUSP00000067305	ENSMUSG00000025405	ENSMUSG00000052155	22710174
Hras_Tlr9	Hras	Tlr9	15461	81897	ENSMUSP00000026572	ENSMUSP00000082207	ENSMUSG00000025499	ENSMUSG00000045322	12867418
Hras_Tlr2	Hras	Tlr2	15461	24088	ENSMUSP00000026572	ENSMUSP00000029623	ENSMUSG00000025499	ENSMUSG00000027995	15496409
Podxl_Sell	Podxl	Sell	27205	20343	ENSMUSP00000026698	ENSMUSP00000027871	ENSMUSG00000025608	ENSMUSG00000026581	9625756
Nmb_Brs3	Nmb	Brs3	68039	12209	ENSMUSP00000026817	ENSMUSP00000033464	ENSMUSG00000025723	ENSMUSG00000031130	9920658
Il6_Il6ra	Il6	Il6ra	16193	16194	ENSMUSP00000026845	ENSMUSP00000029559	ENSMUSG00000025746	ENSMUSG00000027947	31924653
Il6_Il6st	Il6	Il6st	16193	16195	ENSMUSP00000026845	ENSMUSP00000138836	ENSMUSG00000025746	ENSMUSG00000021756	30648776
Il17a_Il17rd	Il17a	Il17rd	16171	171463	ENSMUSP00000027061	ENSMUSP00000036076	ENSMUSG00000025929	ENSMUSG00000040717	23047677
Il17a_Il17rc	Il17a	Il17rc	16171	171095	ENSMUSP00000027061	ENSMUSP00000055343	ENSMUSG00000025929	ENSMUSG00000030281	17911633
Ctla4_Cd80	Ctla4	Cd80	12477	12519	ENSMUSP00000027164	ENSMUSP00000097404	ENSMUSG00000026011	ENSMUSG00000075122	11052947,8609386
Mstn_Acvr2b	Mstn	Acvr2b	17700	11481	ENSMUSP00000027269	ENSMUSP00000126108	ENSMUSG00000026100	ENSMUSG00000061393	20385559
Mstn_Acvr2a	Mstn	Acvr2a	17700	11480	ENSMUSP00000027269	ENSMUSP00000067305	ENSMUSG00000026100	ENSMUSG00000052155	11459935
Nppc_Npr3	Nppc	Npr3	18159	18162	ENSMUSP00000027449	ENSMUSP00000066737	ENSMUSG00000026241	ENSMUSG00000022206	25202235
Nppc_Npr1	Nppc	Npr1	18159	18160	ENSMUSP00000027449	ENSMUSP00000029540	ENSMUSG00000026241	ENSMUSG00000027931	15911072
Nppc_Npr2	Nppc	Npr2	18159	230103	ENSMUSP00000027449	ENSMUSP00000030191	ENSMUSG00000026241	ENSMUSG00000028469	25202235,29501420
Il20_Il20rb	Il20	Il20rb	58181	213208	ENSMUSP00000027673	ENSMUSP00000096057	ENSMUSG00000026416	ENSMUSG00000044244	12974481
Il20_Il22ra1	Il20	Il22ra1	58181	230828	ENSMUSP00000027673	ENSMUSP00000099605	ENSMUSG00000026416	ENSMUSG00000037157	12974481
Lamc2_Itga6	Lamc2	Itga6	16782	16403	ENSMUSP00000027753	ENSMUSP00000028522	ENSMUSG00000026479	ENSMUSG00000027111	10842354
Lamc2_Itgb1	Lamc2	Itgb1	16782	16412	ENSMUSP00000027753	ENSMUSP00000087457	ENSMUSG00000026479	ENSMUSG00000025809	10842354
Lamc2_Itgb4	Lamc2	Itgb4	16782	192897	ENSMUSP00000027753	ENSMUSP00000102068	ENSMUSG00000026479	ENSMUSG00000020758	10842354
Xcl1_Xcr1	Xcl1	Xcr1	16963	23832	ENSMUSP00000027860	ENSMUSP00000138255	ENSMUSG00000026573	ENSMUSG00000060509	9632725
Angptl1_Tek	Angptl1	Tek	72713	21687	ENSMUSP00000027885	ENSMUSP00000099862	ENSMUSG00000033544	ENSMUSG00000006386	10051567
Tnfsf4_Traf2	Tnfsf4	Traf2	22164	22030	ENSMUSP00000028024	ENSMUSP00000028311	ENSMUSG00000026700	ENSMUSG00000026942	9418902
Tnfsf4_Tnfrsf4	Tnfsf4	Tnfrsf4	22164	22163	ENSMUSP00000028024	ENSMUSP00000030952	ENSMUSG00000026700	ENSMUSG00000029075	12134113
Cel_Cxcr4	Cel	Cxcr4	12613	12767	ENSMUSP00000028161	ENSMUSP00000053489	ENSMUSG00000026818	ENSMUSG00000045382	18037996
Hc_C5ar2	Hc	C5ar2	15139	319430	ENSMUSP00000028233	ENSMUSP00000133056	ENSMUSG00000026874	ENSMUSG00000074361	25568220
Hc_C5ar1	Hc	C5ar1	15139	12273	ENSMUSP00000028233	ENSMUSP00000129972	ENSMUSG00000026874	ENSMUSG00000049130	25568220
Il1f6_Il1rap	Il1f6	Il1rap	54448	16180	ENSMUSP00000028361	ENSMUSP00000093843	ENSMUSG00000026984	ENSMUSG00000022514	14734551
Il1f6_Il1rl2	Il1f6	Il1rl2	54448	107527	ENSMUSP00000028361	ENSMUSP00000092630	ENSMUSG00000026984	ENSMUSG00000070942	21860022
Il1f8_Il1rap	Il1f8	Il1rap	69677	16180	ENSMUSP00000028363	ENSMUSP00000093843	ENSMUSG00000026985	ENSMUSG00000022514	14734551
Il1f8_Il1rl2	Il1f8	Il1rl2	69677	107527	ENSMUSP00000028363	ENSMUSP00000092630	ENSMUSG00000026985	ENSMUSG00000070942	21860022
Fshb_Fshr	Fshb	Fshr	14308	14309	ENSMUSP00000028533	ENSMUSP00000040477	ENSMUSG00000027120	ENSMUSG00000032937	30555414
Lin7c_Abca1	Lin7c	Abca1	22343	11303	ENSMUSP00000028583	ENSMUSP00000030010	ENSMUSG00000027162	ENSMUSG00000015243	16192275
Lin7c_Htr2c	Lin7c	Htr2c	22343	15560	ENSMUSP00000028583	ENSMUSP00000043936	ENSMUSG00000027162	ENSMUSG00000041380	12006486
Mdk_Itgb1	Mdk	Itgb1	17242	16412	ENSMUSP00000028672	ENSMUSP00000087457	ENSMUSG00000027239	ENSMUSG00000025809	21185956
Mdk_Lrp6	Mdk	Lrp6	17242	16974	ENSMUSP00000028672	ENSMUSP00000032322	ENSMUSG00000027239	ENSMUSG00000030201	21185956
Mdk_Alk	Mdk	Alk	17242	11682	ENSMUSP00000028672	ENSMUSP00000083840	ENSMUSG00000027239	ENSMUSG00000055471	24125182
Mdk_Ptprz1	Mdk	Ptprz1	17242	19283	ENSMUSP00000028672	ENSMUSP00000088056	ENSMUSG00000027239	ENSMUSG00000068748	21185956
Mdk_Lrp1	Mdk	Lrp1	17242	16971	ENSMUSP00000028672	ENSMUSP00000044004	ENSMUSG00000027239	ENSMUSG00000040249	10772929
F2_Thbd	F2	Thbd	14061	21824	ENSMUSP00000028681	ENSMUSP00000096877	ENSMUSG00000027249	ENSMUSG00000074743	7615164
F2_Itga2b	F2	Itga2b	14061	16399	ENSMUSP00000028681	ENSMUSP00000099375	ENSMUSG00000027249	ENSMUSG00000034664	11487023
Jag1_Notch2	Jag1	Notch2	16449	18129	ENSMUSP00000028735	ENSMUSP00000078741	ENSMUSG00000027276	ENSMUSG00000027878	10551863
Jag1_Notch3	Jag1	Notch3	16449	18131	ENSMUSP00000028735	ENSMUSP00000085016	ENSMUSG00000027276	ENSMUSG00000038146	10551863,7697721,22353464
Oxt_Avpr2	Oxt	Avpr2	18429	12000	ENSMUSP00000028764	ENSMUSP00000033765	ENSMUSG00000027301	ENSMUSG00000031390	10026828
Oxt_Oxtr	Oxt	Oxtr	18429	18430	ENSMUSP00000028764	ENSMUSP00000051132	ENSMUSG00000027301	ENSMUSG00000049112	29312146
Spint1_St14	Spint1	St14	20732	19143	ENSMUSP00000028783	ENSMUSP00000034478	ENSMUSG00000027315	ENSMUSG00000031995	21840293
Bmp2_Acvr2b	Bmp2	Acvr2b	12156	11481	ENSMUSP00000028836	ENSMUSP00000126108	ENSMUSG00000027358	ENSMUSG00000061393	20385559
Bmp2_Bmpr1b	Bmp2	Bmpr1b	12156	12167	ENSMUSP00000028836	ENSMUSP00000029948	ENSMUSG00000027358	ENSMUSG00000052430	10712517
Bmp2_Tgfbr3	Bmp2	Tgfbr3	12156	21814	ENSMUSP00000028836	ENSMUSP00000031224	ENSMUSG00000027358	ENSMUSG00000029287	22237159
Bmp2_Hjv	Bmp2	Hjv	12156	69585	ENSMUSP00000028836	ENSMUSP00000046659	ENSMUSG00000027358	ENSMUSG00000038403	18997172
Bmp2_Acvr2a	Bmp2	Acvr2a	12156	11480	ENSMUSP00000028836	ENSMUSP00000067305	ENSMUSG00000027358	ENSMUSG00000052155	24337809,18326817
Bmp2_Bmpr2	Bmp2	Bmpr2	12156	12168	ENSMUSP00000028836	ENSMUSP00000084701	ENSMUSG00000027358	ENSMUSG00000067336	10712517
Bmp2_Acvr1	Bmp2	Acvr1	12156	11477	ENSMUSP00000028836	ENSMUSP00000088453	ENSMUSG00000027358	ENSMUSG00000026836	17293449
Bmp2_Bmpr1a	Bmp2	Bmpr1a	12156	12166	ENSMUSP00000028836	ENSMUSP00000035900	ENSMUSG00000027358	ENSMUSG00000021796	10712517,19211807
Il1b_Il1rap	Il1b	Il1rap	16176	16180	ENSMUSP00000028881	ENSMUSP00000093843	ENSMUSG00000027398	ENSMUSG00000022514	9820540
Il1a_Il1rap	Il1a	Il1rap	16175	16180	ENSMUSP00000028882	ENSMUSP00000093843	ENSMUSG00000027399	ENSMUSG00000022514	9820540
Cst3_Lrp2	Cst3	Lrp2	13010	14725	ENSMUSP00000028938	ENSMUSP00000079752	ENSMUSG00000027447	ENSMUSG00000027070	17462596
Angpt4_Tek	Angpt4	Tek	11602	21687	ENSMUSP00000028955	ENSMUSP00000099862	ENSMUSG00000027460	ENSMUSG00000006386	10051567
Edn3_Ednrb	Edn3	Ednrb	13616	13618	ENSMUSP00000029030	ENSMUSP00000126057	ENSMUSG00000027524	ENSMUSG00000022122	16381603
Edn3_Kel	Edn3	Kel	13616	23925	ENSMUSP00000029030	ENSMUSP00000031899	ENSMUSG00000027524	ENSMUSG00000029866	10438732
Edn3_Ednra	Edn3	Ednra	13616	13617	ENSMUSP00000029030	ENSMUSP00000034029	ENSMUSG00000027524	ENSMUSG00000031616	16381603
a_Mc1r	a	Mc1r	50518	17199	ENSMUSP00000029123	ENSMUSP00000095929	ENSMUSG00000027596	ENSMUSG00000074037	12851328
Ghrh_Ghrhr	Ghrh	Ghrhr	14601	14602	ENSMUSP00000029172	ENSMUSP00000068120	ENSMUSG00000027643	ENSMUSG00000004654	27777568
Ghrh_Vipr1	Ghrh	Vipr1	14601	22354	ENSMUSP00000029172	ENSMUSP00000035115	ENSMUSG00000027643	ENSMUSG00000032528	10655511
Il21_Il21r	Il21	Il21r	60505	60504	ENSMUSP00000029273	ENSMUSP00000033000	ENSMUSG00000027718	ENSMUSG00000030745	19022821,15546387
Il21_Il2rg	Il21	Il2rg	60505	16186	ENSMUSP00000029273	ENSMUSP00000033664	ENSMUSG00000027718	ENSMUSG00000031304	11815609
Il2_Il2rg	Il2	Il2rg	16183	16186	ENSMUSP00000029275	ENSMUSP00000033664	ENSMUSG00000027720	ENSMUSG00000031304	27195783
Il2_Il2rb	Il2	Il2rb	16183	16185	ENSMUSP00000029275	ENSMUSP00000086820	ENSMUSG00000027720	ENSMUSG00000068227	10662798,16574670
Wnt2b_Fzd4	Wnt2b	Fzd4	22414	14366	ENSMUSP00000029429	ENSMUSP00000049852	ENSMUSG00000027840	ENSMUSG00000049791	24032637
Efna1_Epha10	Efna1	Epha10	13636	230735	ENSMUSP00000029566	ENSMUSP00000050810	ENSMUSG00000027954	ENSMUSG00000028876	9330863,11114742
Efna1_Epha3	Efna1	Epha3	13636	13837	ENSMUSP00000029566	ENSMUSP00000066554	ENSMUSG00000027954	ENSMUSG00000052504	9330863,11114742
Efna1_Epha7	Efna1	Epha7	13636	13841	ENSMUSP00000029566	ENSMUSP00000029964	ENSMUSG00000027954	ENSMUSG00000028289	9330863,11114742
Efna1_Epha6	Efna1	Epha6	13636	13840	ENSMUSP00000029566	ENSMUSP00000066734	ENSMUSG00000027954	ENSMUSG00000055540	9330863,11114742
Efna1_Epha8	Efna1	Epha8	13636	13842	ENSMUSP00000029566	ENSMUSP00000030420	ENSMUSG00000027954	ENSMUSG00000028661	11248553,9330863,11114742
Efna1_Epha1	Efna1	Epha1	13636	13835	ENSMUSP00000029566	ENSMUSP00000073099	ENSMUSG00000027954	ENSMUSG00000029859	9330863,11114742
Efna1_Epha5	Efna1	Epha5	13636	13839	ENSMUSP00000029566	ENSMUSP00000060646	ENSMUSG00000027954	ENSMUSG00000029245	9330863,11114742
Vcam1_Itga4	Vcam1	Itga4	22329	16401	ENSMUSP00000029574	ENSMUSP00000099718	ENSMUSG00000027962	ENSMUSG00000027009	7539925,7527054,24755217
Vcam1_Itgb1	Vcam1	Itgb1	22329	16412	ENSMUSP00000029574	ENSMUSP00000087457	ENSMUSG00000027962	ENSMUSG00000025809	30024857,11751331
Vcam1_Itga9	Vcam1	Itga9	22329	104099	ENSMUSP00000029574	ENSMUSP00000044227	ENSMUSG00000027962	ENSMUSG00000039115	9565552
Sfrp2_Fzd5	Sfrp2	Fzd5	20319	14367	ENSMUSP00000029625	ENSMUSP00000067783	ENSMUSG00000027996	ENSMUSG00000045005	28840375
Pdgfc_Pdgfra	Pdgfc	Pdgfra	54635	18595	ENSMUSP00000029652	ENSMUSP00000127173	ENSMUSG00000028019	ENSMUSG00000029231	10806482
Egf_Erbb3	Egf	Erbb3	13645	13867	ENSMUSP00000029653	ENSMUSP00000080716	ENSMUSG00000028017	ENSMUSG00000018166	24269963
Egf_Erbb2	Egf	Erbb2	13645	13866	ENSMUSP00000029653	ENSMUSP00000053897	ENSMUSG00000028017	ENSMUSG00000062312	12093292
Egf_Erbb4	Egf	Erbb4	13645	13869	ENSMUSP00000029653	ENSMUSP00000114123	ENSMUSG00000028017	ENSMUSG00000062209	22787683
Dkk2_Lrp6	Dkk2	Lrp6	56811	16974	ENSMUSP00000029665	ENSMUSP00000032322	ENSMUSG00000028031	ENSMUSG00000030201	19716419,20439124
Efna3_Epha10	Efna3	Epha10	13638	230735	ENSMUSP00000029673	ENSMUSP00000050810	ENSMUSG00000028039	ENSMUSG00000028876	16466970,11114742
Efna3_Epha3	Efna3	Epha3	13638	13837	ENSMUSP00000029673	ENSMUSP00000066554	ENSMUSG00000028039	ENSMUSG00000052504	9330863,11114742
Efna3_Epha7	Efna3	Epha7	13638	13841	ENSMUSP00000029673	ENSMUSP00000029964	ENSMUSG00000028039	ENSMUSG00000028289	10366629,11114742
Efna3_Epha6	Efna3	Epha6	13638	13840	ENSMUSP00000029673	ENSMUSP00000066734	ENSMUSG00000028039	ENSMUSG00000055540	9330863,11114742
Efna3_Epha8	Efna3	Epha8	13638	13842	ENSMUSP00000029673	ENSMUSP00000030420	ENSMUSG00000028039	ENSMUSG00000028661	11114742
Efna3_Epha1	Efna3	Epha1	13638	13835	ENSMUSP00000029673	ENSMUSP00000073099	ENSMUSG00000028039	ENSMUSG00000029859	16466970,11114742
Efna3_Erbb2	Efna3	Erbb2	13638	13866	ENSMUSP00000029673	ENSMUSP00000053897	ENSMUSG00000028039	ENSMUSG00000062312	9330863
Efna3_Ephb1	Efna3	Ephb1	13638	270190	ENSMUSP00000029673	ENSMUSP00000035129	ENSMUSG00000028039	ENSMUSG00000032537	9330863
Efna3_Epha5	Efna3	Epha5	13638	13839	ENSMUSP00000029673	ENSMUSP00000060646	ENSMUSG00000028039	ENSMUSG00000029245	10516308,11114742
Efna4_Epha10	Efna4	Epha10	13639	230735	ENSMUSP00000029674	ENSMUSP00000050810	ENSMUSG00000028040	ENSMUSG00000028876	11114742
Efna4_Epha3	Efna4	Epha3	13639	13837	ENSMUSP00000029674	ENSMUSP00000066554	ENSMUSG00000028040	ENSMUSG00000052504	11114742
Efna4_Epha7	Efna4	Epha7	13639	13841	ENSMUSP00000029674	ENSMUSP00000029964	ENSMUSG00000028040	ENSMUSG00000028289	11114742
Efna4_Epha6	Efna4	Epha6	13639	13840	ENSMUSP00000029674	ENSMUSP00000066734	ENSMUSG00000028040	ENSMUSG00000055540	11114742
Efna4_Epha8	Efna4	Epha8	13639	13842	ENSMUSP00000029674	ENSMUSP00000030420	ENSMUSG00000028040	ENSMUSG00000028661	10515610,11114742
Efna4_Epha1	Efna4	Epha1	13639	13835	ENSMUSP00000029674	ENSMUSP00000073099	ENSMUSG00000028040	ENSMUSG00000029859	11114742
Efna4_Epha5	Efna4	Epha5	13639	13839	ENSMUSP00000029674	ENSMUSP00000060646	ENSMUSG00000028040	ENSMUSG00000029245	11114742
Adam15_Itgb1	Adam15	Itgb1	11490	16412	ENSMUSP00000029676	ENSMUSP00000087457	ENSMUSG00000028041	ENSMUSG00000025809	10944520
Adam15_Itga9	Adam15	Itga9	11490	104099	ENSMUSP00000029676	ENSMUSP00000044227	ENSMUSG00000028041	ENSMUSG00000039115	10944520
